"","mukey","sl_length"
"2365","383330","99.0"
"2366","383331","99.0"
"2367","383332","99.0"
"2368","383333","84.0"
"2369","383334","68.0"
"2370","383335","53.0"
"2371","383336","68.0"
"2372","383337","99.0"
"2373","383338","99.0"
"2374","383339","99.0"
"2375","383340","33.0"
"2376","383341","99.0"
"2377","383342","99.0"
"2378","383343","99.0"
"2379","383344","91.0"
"2380","383345","84.0"
"2381","383346","68.0"
"2382","383347","68.0"
"2383","383348","99.0"
"2384","383349","84.0"
"2385","383350","68.0"
"2386","383351","68.0"
"2387","383352","53.0"
"2388","383353","53.0"
"2389","383354","55.0"
"2390","383355","53.0"
"2391","383356","33.0"
"2392","383357","99.0"
"2393","383358","61.0"
"2394","383359","53.0"
"2395","383360","64.0"
"2396","383361","99.0"
"2397","383362","99.0"
"2398","383363","55.0"
"2399","383364","33.0"
"2400","383365","84.0"
"2401","383366","84.0"
"2402","383367","84.0"
"2403","383368","84.0"
"2404","383369","53.0"
"2405","383370","84.0"
"2406","383371","68.0"
"2407","383372","68.0"
"2408","383374","99.0"
"2409","383375","84.0"
"2410","383376","68.0"
"2411","383377","53.0"
"2412","383378","68.0"
"2413","383379","33.0"
"2414","383380","0.0"
"2415","383381","99.0"
"2416","383382","99.0"
"2417","383383","99.0"
"2418","383384","53.0"
"2419","383385","30.0"
"2420","383386","99.0"
"2421","383388","99.0"
"2422","383389","84.0"
"2423","383390","53.0"
"2424","383391","99.0"
"2425","383392","33.0"
"2426","383393","84.0"
"2427","383394","84.0"
"2428","383395","53.0"
"2429","383396","84.0"
"2430","383397","68.0"
"2431","383398","99.0"
"2432","383399","99.0"
"2433","383400","99.0"
"2434","383401","99.0"
"2435","383402","84.0"
"2436","383403","84.0"
"2437","383404","68.0"
"2438","383405","99.0"
"2439","383406","99.0"
"2440","383407","84.0"
"2441","383408","53.0"
"2442","383409","61.0"
"2443","383410","99.0"
"2444","383411","99.0"
"2445","383412","99.0"
"2446","383413","84.0"
"2447","383414","33.0"
"2448","383415","33.0"
"2449","383416","84.0"
"2450","383417","84.0"
"2451","383418","84.0"
"2452","383419","84.0"
"2453","383420","99.0"
"2454","383421","99.0"
"2455","383422","33.0"
"2456","383423","84.0"
"2457","383424","33.0"
"2458","383425","18.0"
"2459","383427","99.0"
"2460","383428","99.0"
"2461","383429","84.0"
"2462","383430","33.0"
"2463","383431","0.0"
"2464","383432","0.0"
"2465","383433","33.0"
"2466","383434","30.0"
"2467","383435","61.0"
"2468","383436","37.0"
"2469","383437","61.0"
"2470","383438","55.0"
"2471","383439","68.0"
"2472","383440","68.0"
"2473","383441","53.0"
"2474","383442","99.0"
"2475","383443","61.0"
"2476","383444","99.0"
"2477","383445","91.0"
"2478","383446","33.0"
"2479","383447","30.0"
"2480","383448","37.0"
"2481","383449","18.0"
"2482","383450","61.0"
"2483","383451","91.0"
"2484","383452","91.0"
"2485","383453","54.0"
"2486","383454","42.0"
"2487","383455","30.0"
"2488","383456","84.0"
"2489","383457","84.0"
"2490","383458","91.0"
"2491","383459","55.0"
"2492","383460","91.0"
"2493","383461","55.0"
"2494","383462","55.0"
"2495","383463","53.0"
"2496","383464","53.0"
"2497","383465","99.0"
"2498","383466","30.0"
"2499","383467","99.0"
"2500","383468","99.0"
"2501","383469","61.0"
"2502","383470","99.0"
"2503","383471","99.0"
"2504","383472","84.0"
"2505","383473","99.0"
"2506","383474","99.0"
"2507","383475","33.0"
"2508","383476","33.0"
"2509","383478","30.0"
"2510","383479","91.0"
"2511","383480","99.0"
"2512","383481","68.0"
"2513","383482","33.0"
"2514","383483","68.0"
"2515","383484","33.0"
"2516","383485","61.0"
"2517","383486","68.0"
"2518","383487","84.0"
"2519","383488","68.0"
"2520","383489","55.0"
"2521","383490","99.0"
"2522","383491","55.0"
"2523","383492","33.0"
"2524","383493","55.0"
"2525","383494","38.0"
"2526","383495","0.0"
"2527","383496","99.0"
"2528","383497","53.0"
"2529","383498","84.0"
"2530","383499","68.0"
"2531","383500","68.0"
"2532","383501","99.0"
"2533","383502","61.0"
"2534","383503","68.0"
"2535","383504","68.0"
"2536","383505","68.0"
"2537","383506","99.0"
"2538","383507","99.0"
"2539","383508","33.0"
"2540","383509","40.0"
"2541","383510","53.0"
"2542","383511","33.0"
"2543","383512","99.0"
"2544","383513","84.0"
"2545","383514","84.0"
"2546","383515","99.0"
"2547","383516","99.0"
"2548","383517","99.0"
"2549","383518","53.0"
"2550","383519","84.0"
"2551","383520","68.0"
"2552","383521","84.0"
"2553","383522","84.0"
"2554","383523","61.0"
"2555","383524","99.0"
"2556","383525","99.0"
"2557","383526","99.0"
"2558","383527","99.0"
"2559","383528","84.0"
"2560","383529","68.0"
"2561","383530","68.0"
"2562","383531","68.0"
"2563","383532","99.0"
"2564","383533","84.0"
"2565","383534","68.0"
"2566","383535","68.0"
"2567","383536","99.0"
"2568","383537","68.0"
"2569","383538","68.0"
"2570","383539","99.0"
"2571","383540","84.0"
"2572","383541","84.0"
"2573","383542","68.0"
"2574","383543","33.0"
"2575","383544","33.0"
"2576","383545","0.0"
"2577","383546","99.0"
"2578","383547","99.0"
"2579","383548","99.0"
"2580","383549","68.0"
"2581","383550","68.0"
"2582","383591","61.0"
"2583","383592","99.0"
"2584","383593","30.0"
"2585","383594","61.0"
"2586","383595","99.0"
"2587","383596","99.0"
"2588","383597","43.0"
"2589","383598","99.0"
"2590","383599","68.0"
"2591","383600","55.0"
"2592","383601","84.0"
"2593","383602","84.0"
"2594","383603","68.0"
"2595","383604","33.0"
"2596","383605","64.0"
"2597","383606","84.0"
"2598","383607","53.0"
"2599","383608","33.0"
"2600","383609","53.0"
"2601","383610","84.0"
"2602","383611","53.0"
"2603","383612","99.0"
"2604","383613","30.0"
"2605","383614","55.0"
"2606","383615","99.0"
"2607","383616","99.0"
"2608","383617","68.0"
"2609","383618","33.0"
"2610","383620","33.0"
"2611","383621","84.0"
"2612","383622","38.0"
"2613","383623","68.0"
"2614","383624","53.0"
"2615","383625","53.0"
"2616","383626","68.0"
"2617","383627","68.0"
"2618","383628","33.0"
"2619","383629","99.0"
"2620","383630","43.0"
"2621","383631","68.0"
"2622","383632","68.0"
"2623","383633","84.0"
"2624","383634","68.0"
"2625","383635","84.0"
"2626","383636","84.0"
"2627","383637","99.0"
"2628","383638","84.0"
"2629","383639","99.0"
"2630","383640","99.0"
"2631","383641","99.0"
"2632","383642","84.0"
"2633","383643","68.0"
"2634","383644","0.0"
"2635","383645","30.0"
"2636","383646","33.0"
"2637","383647","84.0"
"2638","383648","68.0"
"2639","383649","53.0"
"2640","383650","33.0"
"2641","383651","99.0"
"2642","383652","54.0"
"2643","383653","68.0"
"2644","383654","99.0"
"2645","383655","84.0"
"2646","383656","53.0"
"2647","383657","68.0"
"2648","383658","99.0"
"2649","383659","84.0"
"2650","383660","68.0"
"2651","383661","53.0"
"2652","383662","84.0"
"2653","383663","84.0"
"2654","383664","68.0"
"2655","383665","99.0"
"2656","383666","99.0"
"2657","383667","84.0"
"2658","383668","68.0"
"2659","383669","68.0"
"2660","383670","84.0"
"2661","383671","68.0"
"2662","383675","53.0"
"2663","383676","84.0"
"2664","383677","53.0"
"2665","383678","33.0"
"2666","383682","84.0"
"2667","383683","68.0"
"2668","383684","99.0"
"2669","383685","68.0"
"2670","383686","99.0"
"2671","383687","68.0"
"2672","383690","99.0"
"2673","383691","99.0"
"2674","383692","55.0"
"2675","383693","84.0"
"2676","383694","68.0"
"2677","383695","84.0"
"2678","383696","0.0"
"2679","383697","99.0"
"2680","383698","33.0"
"2681","383699","99.0"
"2682","383700","84.0"
"2683","383701","84.0"
"2684","383702","33.0"
"2685","383703","53.0"
"2686","383704","68.0"
"2687","383705","84.0"
"2688","383706","84.0"
"2689","383707","68.0"
"2690","383708","53.0"
"2691","383709","61.0"
"2692","383710","61.0"
"2693","383711","84.0"
"2694","383712","68.0"
"2695","383713","68.0"
"2696","383714","61.0"
"2697","383715","46.0"
"2698","383716","99.0"
"2699","383717","99.0"
"2700","383718","99.0"
"2701","383719","84.0"
"2702","383720","84.0"
"2703","383721","99.0"
"2704","383722","99.0"
"2705","383723","99.0"
"2706","383724","99.0"
"2707","383725","99.0"
"2708","383726","84.0"
"2709","383727","68.0"
"2710","383728","99.0"
"2711","383729","61.0"
"2712","383730","61.0"
"2713","383731","99.0"
"2714","383732","99.0"
"2715","383733","99.0"
"2716","383734","99.0"
"2717","383735","84.0"
"2718","383736","40.0"
"2719","383737","99.0"
"2720","383738","91.0"
"2721","383739","55.0"
"2722","383740","61.0"
"2723","383741","53.0"
"2724","383742","84.0"
"2725","383743","99.0"
"2726","383744","53.0"
"2727","383745","33.0"
"2728","383746","33.0"
"2729","383747","99.0"
"2730","383748","84.0"
"2731","383749","99.0"
"2732","383750","99.0"
"2733","383751","99.0"
"2734","383752","33.0"
"2735","383753","33.0"
"2736","383756","99.0"
"2737","383757","99.0"
"2738","383758","91.0"
"2739","383759","91.0"
"2740","383760","40.0"
"2741","383761","38.0"
"2742","383762","99.0"
"2743","383763","68.0"
"2744","383764","61.0"
"2745","383765","99.0"
"2746","383766","99.0"
"2747","383767","68.0"
"2748","383768","84.0"
"2749","383769","54.0"
"2750","383770","84.0"
"2751","383771","54.0"
"2752","383772","55.0"
"2753","383773","46.0"
"2754","383774","99.0"
"2755","383775","99.0"
"2756","383776","99.0"
"2757","383777","84.0"
"2758","383778","84.0"
"2759","383779","84.0"
"2760","383780","84.0"
"2761","383781","99.0"
"2762","383782","99.0"
"2763","383783","53.0"
"2764","383784","33.0"
"2765","383785","99.0"
"2766","383786","30.0"
"2767","383787","84.0"
"2768","383788","68.0"
"2769","383789","68.0"
"2770","383790","38.0"
"2771","383791","84.0"
"2772","383792","99.0"
"2773","383793","99.0"
"2774","383794","99.0"
"2775","383795","99.0"
"2776","383796","99.0"
"2777","383797","61.0"
"2778","383798","68.0"
"2779","383799","68.0"
"2780","383800","68.0"
"2781","383801","68.0"
"2782","383802","68.0"
"2783","383803","68.0"
"2784","383804","33.0"
"2785","383805","99.0"
"2786","383806","61.0"
"2787","383807","99.0"
"2788","383808","84.0"
"2789","383809","53.0"
"2790","383810","99.0"
"2791","383811","0.0"
"2792","383812","99.0"
"2793","383813","33.0"
"2794","383814","107.0"
"2795","383815","107.0"
"2796","383816","61.0"
"2797","383817","55.0"
"2798","383818","43.0"
"2799","383819","30.0"
"2800","383820","30.0"
"2801","383821","84.0"
"2802","383822","68.0"
"2803","383823","53.0"
"2804","383824","33.0"
"2805","383825","99.0"
"2806","383826","91.0"
"2807","383827","54.0"
"2808","383828","49.0"
"2809","383829","53.0"
"2810","383830","53.0"
"2811","383831","84.0"
"2812","383832","84.0"
"2813","383833","99.0"
"2814","383834","99.0"
"2815","383835","99.0"
"2816","383836","99.0"
"2817","383837","99.0"
"2818","383838","84.0"
"2819","383839","99.0"
"2820","383840","61.0"
"2821","383841","37.0"
"2822","383842","55.0"
"2823","383843","37.0"
"2824","383844","84.0"
"2825","383845","99.0"
"2826","383846","99.0"
"2827","383847","99.0"
"2828","383848","99.0"
"2829","383849","61.0"
"2830","383850","49.0"
"2831","383851","55.0"
"2832","383852","91.0"
"2833","383853","68.0"
"2834","383854","99.0"
"2835","383855","99.0"
"2836","383856","84.0"
"2837","383857","33.0"
"2838","383858","15.0"
"2839","383859","30.0"
"2840","383860","91.0"
"2841","383861","54.0"
"2842","383862","33.0"
"2843","383863","84.0"
"2844","383864","30.0"
"2845","383865","61.0"
"2846","383866","61.0"
"2847","383867","55.0"
"2848","383868","99.0"
"2849","383869","15.0"
"2850","383870","99.0"
"2851","383871","84.0"
"2852","383872","68.0"
"2853","383873","84.0"
"2854","383874","21.0"
"2855","383875","0.0"
"2856","383876","91.0"
"2857","383877","55.0"
"2858","383878","107.0"
"2859","383879","107.0"
"2860","383880","107.0"
"2861","383881","84.0"
"2862","383882","99.0"
"2863","383883","30.0"
"2864","383884","68.0"
"2865","383885","68.0"
"2866","383886","33.0"
"2867","383887","99.0"
"2868","383888","99.0"
"2869","383889","84.0"
"2870","383890","84.0"
"2871","383891","84.0"
"2872","383892","68.0"
"2873","383893","53.0"
"2874","383894","84.0"
"2875","383895","84.0"
"2876","383896","68.0"
"2877","383897","68.0"
"2878","383898","68.0"
"2879","383899","33.0"
"2880","383900","99.0"
"2881","383901","55.0"
"2882","383902","33.0"
"2883","383903","99.0"
"2884","383904","99.0"
"2885","383905","84.0"
"2886","383906","33.0"
"2887","383907","99.0"
"2888","383908","84.0"
"2889","383909","61.0"
"2890","383910","61.0"
"2891","383911","53.0"
"2892","383912","0.0"
"2893","383913","84.0"
"2894","383914","33.0"
"2895","383915","53.0"
"2896","383916","68.0"
"2897","383917","68.0"
"2898","383918","68.0"
"2899","383919","68.0"
"2900","383920","33.0"
"2901","383921","33.0"
"2902","383922","99.0"
"2903","383923","30.0"
"2904","383924","43.0"
"2905","383925","61.0"
"2906","383926","55.0"
"2907","383927","68.0"
"2908","383928","84.0"
"2909","383929","99.0"
"2910","383930","53.0"
"2911","383931","84.0"
"2912","383932","68.0"
"2913","383933","68.0"
"2914","383934","99.0"
"2915","383935","68.0"
"2916","383936","99.0"
"2917","383937","61.0"
"2918","383938","68.0"
"2919","383939","61.0"
"2920","383940","68.0"
"2921","383941","33.0"
"2922","383942","68.0"
"2923","383943","53.0"
"2924","383944","33.0"
"2925","383945","68.0"
"2926","383946","68.0"
"2927","383947","84.0"
"2928","383948","68.0"
"2929","383949","84.0"
"2930","383950","99.0"
"2931","383951","84.0"
"2932","383952","61.0"
"2933","383953","33.0"
"2934","383954","15.0"
"2935","383955","84.0"
"2936","383956","68.0"
"2937","383957","53.0"
"2938","383958","33.0"
"2939","383959","46.0"
"2940","383960","53.0"
"2941","383961","68.0"
"2942","383962","33.0"
"2943","383963","99.0"
"2944","383964","99.0"
"2945","383965","33.0"
"2946","383966","33.0"
"2947","383967","68.0"
"2948","383968","84.0"
"2949","383969","33.0"
"2950","383970","99.0"
"2951","383971","99.0"
"2952","383972","99.0"
"2953","383973","99.0"
"2954","383974","99.0"
"2955","383975","53.0"
"2956","383976","68.0"
"2957","383977","33.0"
"2958","384030","99.0"
"2959","384031","61.0"
"2960","384032","61.0"
"2961","384033","61.0"
"2962","384034","84.0"
"2963","384035","64.0"
"2964","384036","30.0"
"2965","384037","61.0"
"2966","384038","99.0"
"2967","384039","99.0"
"2968","384040","84.0"
"2969","384041","84.0"
"2970","384042","84.0"
"2971","384043","68.0"
"2972","384044","68.0"
"2973","384045","64.0"
"2974","384046","99.0"
"2975","384047","99.0"
"2976","384048","49.0"
"2977","384049","99.0"
"2978","384050","68.0"
"2979","384051","99.0"
"2980","384052","55.0"
"2981","384053","99.0"
"2982","384054","99.0"
"2983","384055","33.0"
"2984","384057","84.0"
"2985","384058","55.0"
"2986","384059","38.0"
"2987","384060","68.0"
"2988","384061","84.0"
"2989","384062","84.0"
"2990","384063","38.0"
"2991","384064","34.0"
"2992","384065","99.0"
"2993","384066","99.0"
"2994","384067","84.0"
"2995","384068","61.0"
"2996","384069","84.0"
"2997","384070","68.0"
"2998","384071","84.0"
"2999","384072","53.0"
"3000","384073","84.0"
"3001","384074","99.0"
"3002","384075","84.0"
"3003","384076","84.0"
"3004","384077","53.0"
"3005","384078","99.0"
"3006","384079","84.0"
"3007","384080","0.0"
"3008","384081","55.0"
"3009","384082","99.0"
"3010","384083","84.0"
"3011","384084","68.0"
"3012","384085","84.0"
"3013","384086","68.0"
"3014","384087","99.0"
"3015","384088","99.0"
"3016","384089","54.0"
"3017","384090","53.0"
"3018","384091","53.0"
"3019","384092","24.0"
"3020","384093","68.0"
"3021","384094","99.0"
"3022","384095","84.0"
"3023","384096","68.0"
"3024","384097","68.0"
"3025","384098","84.0"
"3026","384099","99.0"
"3027","384100","99.0"
"3028","384101","99.0"
"3029","384102","99.0"
"3030","384103","99.0"
"3031","384104","99.0"
"3032","384105","43.0"
"3033","384106","55.0"
"3034","384107","55.0"
"3035","384108","99.0"
"3036","384109","84.0"
"3037","384110","68.0"
"3038","384111","68.0"
"3039","384112","84.0"
"3040","384113","68.0"
"3041","384114","33.0"
"3042","384115","61.0"
"3043","384116","99.0"
"3044","384117","99.0"
"3045","384118","99.0"
"3046","384119","53.0"
"3047","384120","53.0"
"3048","384121","99.0"
"3049","384122","0.0"
"3050","384123","99.0"
"3051","384124","84.0"
"3052","384125","68.0"
"3053","384126","68.0"
"3054","384127","55.0"
"3055","384128","84.0"
"3056","384131","91.0"
"3057","384134","99.0"
"3058","384135","99.0"
"3059","384136","61.0"
"3060","384137","68.0"
"3061","384138","55.0"
"3062","384139","68.0"
"3063","384140","84.0"
"3064","384141","68.0"
"3065","384142","61.0"
"3066","384143","33.0"
"3067","384144","53.0"
"3068","384145","91.0"
"3069","384146","68.0"
"3070","384147","68.0"
"3071","384148","68.0"
"3072","384149","33.0"
"3073","384150","84.0"
"3074","384151","33.0"
"3075","384152","38.0"
"3076","384153","33.0"
"3077","384154","24.0"
"3078","384155","33.0"
"3079","384156","33.0"
"3080","384157","68.0"
"3081","384158","99.0"
"3082","384159","84.0"
"3083","384160","68.0"
"3084","384161","68.0"
"3085","384162","99.0"
"3086","384163","84.0"
"3087","384164","33.0"
"3088","384165","68.0"
"3089","384166","55.0"
"3090","384167","37.0"
"3091","384168","84.0"
"3092","384169","68.0"
"3093","384170","53.0"
"3094","384171","33.0"
"3095","384172","99.0"
"3096","384173","99.0"
"3097","384174","40.0"
"3098","384175","84.0"
"3099","384176","55.0"
"3100","384177","55.0"
"3101","384178","84.0"
"3102","384179","53.0"
"3103","384180","99.0"
"3104","384181","0.0"
"3105","384182","99.0"
"3106","384183","106.0"
"3107","384184","99.0"
"3108","384185","99.0"
"3109","384186","53.0"
"3110","384187","84.0"
"3111","384188","84.0"
"3112","384190","99.0"
"3113","384191","84.0"
"3114","384192","99.0"
"3115","384193","0.0"
"3116","384194","84.0"
"3117","384195","30.0"
"3118","384196","68.0"
"3119","384197","99.0"
"3120","384198","99.0"
"3121","384199","99.0"
"3122","384200","68.0"
"3123","384201","68.0"
"3124","384204","53.0"
"3125","384205","99.0"
"3126","384206","68.0"
"3127","384207","68.0"
"3128","384208","84.0"
"3129","384209","84.0"
"3130","384210","68.0"
"3131","384211","99.0"
"3132","384212","99.0"
"3133","384213","99.0"
"3134","384214","84.0"
"3135","384215","68.0"
"3136","384216","99.0"
"3137","384217","60.0"
"3138","384218","60.0"
"3139","384219","0.0"
"3140","384221","33.0"
"3141","384222","91.0"
"3142","384223","99.0"
"3143","384267","61.0"
"3144","384268","37.0"
"3145","384269","99.0"
"3146","384270","61.0"
"3147","384271","99.0"
"3148","384272","61.0"
"3149","384273","30.0"
"3150","384274","61.0"
"3151","384275","99.0"
"3152","384276","99.0"
"3153","384277","68.0"
"3154","384278","84.0"
"3155","384279","84.0"
"3156","384280","53.0"
"3157","384282","33.0"
"3158","384283","99.0"
"3159","384284","99.0"
"3160","384285","33.0"
"3161","384286","84.0"
"3162","384287","33.0"
"3163","384288","99.0"
"3164","384290","99.0"
"3165","384291","33.0"
"3166","384292","99.0"
"3167","384293","99.0"
"3168","384294","99.0"
"3169","384295","53.0"
"3170","384296","84.0"
"3171","384297","15.0"
"3172","384298","84.0"
"3173","384299","55.0"
"3174","384300","68.0"
"3175","384301","68.0"
"3176","384302","68.0"
"3177","384303","68.0"
"3178","384304","55.0"
"3179","384305","33.0"
"3180","384306","99.0"
"3181","384307","68.0"
"3182","384308","43.0"
"3183","384309","91.0"
"3184","384310","99.0"
"3185","384311","99.0"
"3186","384312","99.0"
"3187","384313","84.0"
"3188","384314","84.0"
"3189","384315","53.0"
"3190","384316","55.0"
"3191","384317","55.0"
"3192","384318","99.0"
"3193","384319","99.0"
"3194","384320","53.0"
"3195","384321","99.0"
"3196","384322","15.0"
"3197","384323","99.0"
"3198","384324","84.0"
"3199","384325","68.0"
"3200","384326","68.0"
"3201","384327","99.0"
"3202","384328","68.0"
"3203","384329","99.0"
"3204","384330","99.0"
"3205","384331","99.0"
"3206","384332","0.0"
"3207","384333","99.0"
"3208","384334","99.0"
"3209","384335","68.0"
"3210","384336","84.0"
"3211","384337","68.0"
"3212","384338","84.0"
"3213","384339","68.0"
"3214","384340","68.0"
"3215","384341","84.0"
"3216","384342","84.0"
"3217","384343","68.0"
"3218","384344","84.0"
"3219","384345","68.0"
"3220","384346","99.0"
"3221","384347","99.0"
"3222","384348","84.0"
"3223","384349","84.0"
"3224","384350","68.0"
"3225","384351","84.0"
"3226","384352","68.0"
"3227","384356","53.0"
"3228","384359","68.0"
"3229","384360","43.0"
"3230","384361","53.0"
"3231","384362","53.0"
"3232","384363","84.0"
"3233","384364","68.0"
"3234","384365","68.0"
"3235","384366","53.0"
"3236","384367","99.0"
"3237","384368","53.0"
"3238","384369","99.0"
"3239","384370","84.0"
"3240","384371","0.0"
"3241","384372","99.0"
"3242","384373","99.0"
"3243","384374","99.0"
"3244","384375","99.0"
"3245","384376","99.0"
"3246","384377","99.0"
"3247","384378","68.0"
"3248","384379","84.0"
"3249","384380","68.0"
"3250","384381","84.0"
"3251","384504","61.0"
"3252","384505","53.0"
"3253","384507","91.0"
"3254","384508","68.0"
"3255","384509","55.0"
"3256","384510","53.0"
"3257","384511","68.0"
"3258","384513","99.0"
"3259","384514","99.0"
"3260","384515","84.0"
"3261","384516","68.0"
"3262","384518","55.0"
"3263","384519","53.0"
"3264","384520","84.0"
"3265","384523","99.0"
"3266","384524","99.0"
"3267","384525","84.0"
"3268","384526","68.0"
"3269","384527","68.0"
"3270","384528","68.0"
"3271","384530","84.0"
"3272","384531","68.0"
"3273","384532","84.0"
"3274","384533","99.0"
"3275","384534","99.0"
"3276","384535","99.0"
"3277","384536","99.0"
"3278","384537","68.0"
"3279","384538","46.0"
"3280","384540","61.0"
"3281","384541","99.0"
"3282","384542","99.0"
"3283","384543","84.0"
"3284","384544","68.0"
"3285","384545","55.0"
"3286","384546","33.0"
"3287","384547","55.0"
"3288","384548","61.0"
"3289","384549","55.0"
"3290","384550","68.0"
"3291","384552","84.0"
"3292","384553","68.0"
"3293","384554","99.0"
"3294","384555","84.0"
"3295","384556","99.0"
"3296","384557","68.0"
"3297","384558","55.0"
"3298","384559","99.0"
"3299","384561","68.0"
"3300","384562","55.0"
"3301","384563","33.0"
"3302","384564","84.0"
"3303","384565","68.0"
"3304","384566","33.0"
"3305","384567","33.0"
"3306","384568","99.0"
"3307","384570","55.0"
"3308","384571","68.0"
"3309","384572","84.0"
"3310","384574","99.0"
"3311","384576","55.0"
"3312","384577","84.0"
"3313","384578","55.0"
"3314","384579","99.0"
"3315","384580","68.0"
"3316","384581","61.0"
"3317","384582","68.0"
"3318","384583","84.0"
"3319","384584","68.0"
"3320","384586","99.0"
"3321","384587","99.0"
"3322","384588","55.0"
"3323","384589","55.0"
"3324","384590","33.0"
"3325","384592","84.0"
"3326","384593","84.0"
"3327","384594","84.0"
"3328","384595","68.0"
"3329","384596","84.0"
"3330","384597","53.0"
"3331","384598","0.0"
"3332","384599","99.0"
"3333","384600","84.0"
"3334","384601","68.0"
"3335","384602","68.0"
"3336","384603","84.0"
"3337","384604","68.0"
"3338","384605","33.0"
"3339","384606","53.0"
"3340","384607","68.0"
"3341","384608","68.0"
"3342","384609","68.0"
"3343","384610","33.0"
"3344","384611","84.0"
"3345","384612","68.0"
"3346","384613","84.0"
"3347","384614","84.0"
"3348","384615","53.0"
"3349","384616","33.0"
"3350","384617","61.0"
"3351","384618","55.0"
"3352","384619","55.0"
"3353","384620","55.0"
"3354","384621","99.0"
"3355","384622","84.0"
"3356","384623","84.0"
"3357","384624","68.0"
"3358","384625","68.0"
"3359","384626","84.0"
"3360","384627","68.0"
"3361","384628","33.0"
"3362","384629","68.0"
"3363","384630","99.0"
"3364","384631","84.0"
"3365","384632","55.0"
"3366","384633","84.0"
"3367","384634","84.0"
"3368","384635","84.0"
"3369","384636","99.0"
"3370","384637","84.0"
"3371","384638","68.0"
"3372","384639","68.0"
"3373","384640","68.0"
"3374","384641","84.0"
"3375","384642","61.0"
"3376","384643","30.0"
"3377","384644","91.0"
"3378","384645","33.0"
"3379","384646","99.0"
"3380","384647","99.0"
"3381","384648","99.0"
"3382","384649","68.0"
"3383","384650","53.0"
"3384","384651","84.0"
"3385","384652","68.0"
"3386","384653","68.0"
"3387","384654","53.0"
"3388","384655","33.0"
"3389","384656","99.0"
"3390","384657","84.0"
"3391","384658","60.0"
"3392","384659","68.0"
"3393","384660","33.0"
"3394","384661","53.0"
"3395","384662","0.0"
"3396","384663","68.0"
"3397","384664","53.0"
"3398","384665","99.0"
"3399","384666","99.0"
"3400","384667","99.0"
"3401","384668","99.0"
"3402","384669","84.0"
"3403","384670","53.0"
"3404","384671","84.0"
"3405","384672","53.0"
"3406","384673","37.0"
"3407","384674","99.0"
"3408","384675","84.0"
"3409","384676","99.0"
"3410","384677","99.0"
"3411","384678","84.0"
"3412","384679","68.0"
"3413","384680","99.0"
"3414","384681","99.0"
"3415","384682","99.0"
"3416","384683","84.0"
"3417","384684","84.0"
"3418","384685","55.0"
"3419","384686","55.0"
"3420","384687","99.0"
"3421","384688","99.0"
"3422","384689","99.0"
"3423","384690","55.0"
"3424","384691","53.0"
"3425","384692","84.0"
"3426","384693","68.0"
"3427","384694","99.0"
"3428","384695","99.0"
"3429","384696","99.0"
"3430","384697","84.0"
"3431","384698","68.0"
"3432","384700","99.0"
"3433","384701","84.0"
"3434","384702","68.0"
"3435","384703","84.0"
"3436","384704","68.0"
"3437","384705","43.0"
"3438","384706","68.0"
"3439","384707","99.0"
"3440","384708","99.0"
"3441","384709","84.0"
"3442","384710","68.0"
"3443","384711","33.0"
"3444","384712","99.0"
"3445","384713","53.0"
"3446","384714","84.0"
"3447","384715","68.0"
"3448","384716","46.0"
"3449","384717","68.0"
"3450","384718","99.0"
"3451","384719","84.0"
"3452","384720","68.0"
"3453","384721","61.0"
"3454","384722","55.0"
"3455","384723","46.0"
"3456","384724","33.0"
"3457","384725","0.0"
"3458","384726","99.0"
"3459","384727","61.0"
"3460","384728","55.0"
"3461","384729","61.0"
"3462","384730","55.0"
"3463","384731","43.0"
"3464","384734","30.0"
"3465","384735","91.0"
"3466","384736","55.0"
"3467","384737","43.0"
"3468","384738","84.0"
"3469","384739","99.0"
"3470","384740","84.0"
"3471","384741","99.0"
"3472","384742","99.0"
"3473","384743","49.0"
"3474","384744","68.0"
"3475","384745","33.0"
"3476","384746","30.0"
"3477","384747","91.0"
"3478","384748","55.0"
"3479","384749","43.0"
"3480","384750","84.0"
"3481","384751","53.0"
"3482","384752","33.0"
"3483","384753","68.0"
"3484","384754","61.0"
"3485","384755","84.0"
"3486","384756","53.0"
"3487","384757","53.0"
"3488","384758","30.0"
"3489","384759","30.0"
"3490","384760","61.0"
"3491","384761","49.0"
"3492","384762","46.0"
"3493","384763","99.0"
"3494","384764","84.0"
"3495","384765","68.0"
"3496","384766","53.0"
"3497","384767","49.0"
"3498","384768","55.0"
"3499","384769","40.0"
"3500","384771","15.0"
"3501","384772","30.0"
"3502","384773","91.0"
"3503","384774","68.0"
"3504","384775","45.0"
"3505","384776","33.0"
"3506","384777","99.0"
"3507","384778","99.0"
"3508","384779","30.0"
"3509","384781","0.0"
"3510","384782","99.0"
"3511","384783","84.0"
"3512","384784","68.0"
"3513","384785","91.0"
"3514","384786","55.0"
"3515","384787","43.0"
"3516","384788","91.0"
"3517","384789","68.0"
"3518","384790","91.0"
"3519","384791","55.0"
"3520","384792","99.0"
"3521","384793","99.0"
"3522","384794","99.0"
"3523","384795","68.0"
"3524","384796","33.0"
"3525","384797","99.0"
"3526","384798","99.0"
"3527","384799","99.0"
"3528","384800","99.0"
"3529","384801","99.0"
