"","mukey","sl_length"
"1200","381802","68.0"
"1201","381803","99.0"
"1202","381804","84.0"
"1203","381805","68.0"
"1204","381806","61.0"
"1205","381807","55.0"
"1206","381808","68.0"
"1207","381809","33.0"
"1208","381810","61.0"
"1209","381811","68.0"
"1210","381812","33.0"
"1211","381813","33.0"
"1212","381814","33.0"
"1213","381815","68.0"
"1214","381816","68.0"
"1215","381817","61.0"
"1216","381818","99.0"
"1217","381819","99.0"
"1218","381820","99.0"
"1219","381821","55.0"
"1220","381822","68.0"
"1221","381823","68.0"
"1222","381824","84.0"
"1223","381825","68.0"
"1224","381826","68.0"
"1225","381827","33.0"
"1226","381828","30.0"
"1227","381829","30.0"
"1228","381830","99.0"
"1229","381831","99.0"
"1230","381832","53.0"
"1231","381833","99.0"
"1232","381834","84.0"
"1233","381835","68.0"
"1234","381836","84.0"
"1235","381837","99.0"
"1236","381838","84.0"
"1237","381839","99.0"
"1238","381840","99.0"
"1239","381841","84.0"
"1240","381842","68.0"
"1241","381843","33.0"
"1242","381844","68.0"
"1243","381845","99.0"
"1244","381846","99.0"
"1245","381847","99.0"
"1246","381848","84.0"
"1247","381849","99.0"
"1248","381850","99.0"
"1249","381851","99.0"
"1250","381852","84.0"
"1251","381853","99.0"
"1252","381854","68.0"
"1253","381855","99.0"
"1254","381856","68.0"
"1255","381857","99.0"
"1256","381858","99.0"
"1257","381859","99.0"
"1258","381860","33.0"
"1259","381861","30.0"
"1260","381862","99.0"
"1261","381863","99.0"
"1262","381864","99.0"
"1263","381865","53.0"
"1264","381866","68.0"
"1265","381867","33.0"
"1266","381868","0.0"
"1267","381869","37.0"
"1268","381870","55.0"
"1269","381871","61.0"
"1270","381872","55.0"
"1271","381873","43.0"
"1272","381874","43.0"
"1273","381875","46.0"
"1274","381876","99.0"
"1275","381877","99.0"
"1276","381878","33.0"
"1277","381879","33.0"
"1278","381880","33.0"
"1279","381881","84.0"
"1280","381882","53.0"
"1281","381883","33.0"
"1282","381884","84.0"
"1283","381885","46.0"
"1284","381886","30.0"
"1285","381887","99.0"
"1286","381888","84.0"
"1287","381889","84.0"
"1288","381890","68.0"
"1289","381891","53.0"
"1290","381892","84.0"
"1291","381893","99.0"
"1292","381894","55.0"
"1293","381895","84.0"
"1294","381896","33.0"
"1295","381897","33.0"
"1296","381898","33.0"
"1297","381899","99.0"
"1298","381900","99.0"
"1299","381901","53.0"
"1300","381902","33.0"
"1301","381903","68.0"
"1302","381904","84.0"
"1303","381905","53.0"
"1304","381906","84.0"
"1305","381907","68.0"
"1306","381908","99.0"
"1307","381909","84.0"
"1308","381910","99.0"
"1309","381911","99.0"
"1310","381912","84.0"
"1311","381913","99.0"
"1312","381914","99.0"
"1313","381915","99.0"
"1314","381916","33.0"
"1315","381917","99.0"
"1316","381918","84.0"
"1317","381919","99.0"
"1318","381920","33.0"
"1319","381921","84.0"
"1320","381922","84.0"
"1321","381923","33.0"
"1322","381924","61.0"
"1323","381925","68.0"
"1324","381926","68.0"
"1325","381927","38.0"
"1326","381928","0.0"
"1327","381929","55.0"
"1328","381930","99.0"
"1329","381931","30.0"
"1330","381932","55.0"
"1331","381933","99.0"
"1332","381934","99.0"
"1333","381935","99.0"
"1334","381936","99.0"
"1335","381937","33.0"
"1336","381938","15.0"
"1337","381939","43.0"
"1338","381940","99.0"
"1339","381941","99.0"
"1340","381942","84.0"
"1341","381943","55.0"
"1342","381944","55.0"
"1343","381945","53.0"
"1344","381946","55.0"
"1345","381947","84.0"
"1346","381948","55.0"
"1347","381949","53.0"
"1348","381950","46.0"
"1349","381951","84.0"
"1350","381952","84.0"
"1351","381953","99.0"
"1352","381954","84.0"
"1353","381955","84.0"
"1354","381956","84.0"
"1355","381957","99.0"
"1356","381958","53.0"
"1357","381959","33.0"
"1358","381960","84.0"
"1359","381961","68.0"
"1360","381962","53.0"
"1361","381963","53.0"
"1362","381964","53.0"
"1363","381965","68.0"
"1364","381966","84.0"
"1365","381967","68.0"
"1366","381968","53.0"
"1367","381969","99.0"
"1368","381970","99.0"
"1369","381971","99.0"
"1370","381972","99.0"
"1371","381973","33.0"
"1372","381974","38.0"
"1373","381975","99.0"
"1374","381976","99.0"
"1375","381977","84.0"
"1376","381978","68.0"
"1377","381979","84.0"
"1378","381980","84.0"
"1379","381981","84.0"
"1380","381982","84.0"
"1381","381983","33.0"
"1382","381984","33.0"
"1383","381985","68.0"
"1384","381986","33.0"
"1385","381987","68.0"
"1386","381988","0.0"
"1387","381989","99.0"
"1388","381990","99.0"
"1389","381991","99.0"
"1390","381992","99.0"
"1391","381993","61.0"
"1392","381994","55.0"
"1393","381995","99.0"
"1394","381996","33.0"
"1395","381997","99.0"
"1396","381998","84.0"
"1397","381999","33.0"
"1398","382000","99.0"
"1399","382001","33.0"
"1400","382002","99.0"
"1401","382003","33.0"
"1402","382004","99.0"
"1403","382005","84.0"
"1404","382006","33.0"
"1405","382007","84.0"
"1406","382008","53.0"
"1407","382009","46.0"
"1408","382010","68.0"
"1409","382011","99.0"
"1410","382012","99.0"
"1411","382013","99.0"
"1412","382014","68.0"
"1413","382015","68.0"
"1414","382016","68.0"
"1415","382017","61.0"
"1416","382018","61.0"
"1417","382019","99.0"
"1418","382020","99.0"
"1419","382021","84.0"
"1420","382022","68.0"
"1421","382023","53.0"
"1422","382024","99.0"
"1423","382025","33.0"
"1424","382026","53.0"
"1425","382027","33.0"
"1426","382028","99.0"
"1427","382029","91.0"
"1428","382030","55.0"
"1429","382031","61.0"
"1430","382032","61.0"
"1431","382033","99.0"
"1432","382034","99.0"
"1433","382035","61.0"
"1434","382036","84.0"
"1435","382037","91.0"
"1436","382038","91.0"
"1437","382039","91.0"
"1438","382040","40.0"
"1439","382041","38.0"
"1440","382042","33.0"
"1441","382043","99.0"
"1442","382044","68.0"
"1443","382045","55.0"
"1444","382046","68.0"
"1445","382047","33.0"
"1446","382048","68.0"
"1447","382049","0.0"
"1448","382050","84.0"
"1449","382051","68.0"
"1450","382052","84.0"
"1451","382053","68.0"
"1452","382054","84.0"
"1453","382055","30.0"
"1454","382056","91.0"
"1455","382057","61.0"
"1456","382058","61.0"
"1457","382059","61.0"
"1458","382060","99.0"
"1459","382061","55.0"
"1460","382062","91.0"
"1461","382063","55.0"
"1462","382064","61.0"
"1463","382065","38.0"
"1464","382066","68.0"
"1465","382067","99.0"
"1466","382068","84.0"
"1467","382069","61.0"
"1468","382070","99.0"
"1469","382071","30.0"
"1470","382072","91.0"
"1471","382073","99.0"
"1472","382074","30.0"
"1473","382075","33.0"
"1474","382076","30.0"
"1475","382077","99.0"
"1476","382078","33.0"
"1477","382079","68.0"
"1478","382080","68.0"
"1479","382081","0.0"
"1480","382082","61.0"
"1481","382083","53.0"
"1482","382084","53.0"
"1483","382085","84.0"
"1484","382086","84.0"
"1485","382087","33.0"
"1486","382088","84.0"
"1487","382089","99.0"
"1488","382090","99.0"
"1489","382091","33.0"
"1490","382092","53.0"
"1491","382093","99.0"
"1492","382094","84.0"
"1493","382095","91.0"
"1494","382096","53.0"
"1495","382097","53.0"
"1496","382098","30.0"
"1497","382099","99.0"
"1498","382100","43.0"
"1499","382101","99.0"
"1500","382103","68.0"
"1501","382104","43.0"
"1502","382105","99.0"
"1503","382106","30.0"
"1504","382107","99.0"
"1505","382108","30.0"
"1506","382109","99.0"
"1507","382110","99.0"
"1508","382111","84.0"
"1509","382112","53.0"
"1510","382113","99.0"
"1511","382114","84.0"
"1512","382115","61.0"
"1513","382116","84.0"
"1514","382117","68.0"
"1515","382118","33.0"
"1516","382119","84.0"
"1517","382120","53.0"
"1518","382121","61.0"
"1519","382122","43.0"
"1520","382123","30.0"
"1521","382124","61.0"
"1522","382125","84.0"
"1523","382126","68.0"
"1524","382127","68.0"
"1525","382128","68.0"
"1526","382129","68.0"
"1527","382130","68.0"
"1528","382131","53.0"
"1529","382132","61.0"
"1530","382133","61.0"
"1531","382134","84.0"
"1532","382135","68.0"
"1533","382136","53.0"
"1534","382137","33.0"
"1535","382138","84.0"
"1536","382139","99.0"
"1537","382140","84.0"
"1538","382141","84.0"
"1539","382142","68.0"
"1540","382143","53.0"
"1541","382145","53.0"
"1542","382146","84.0"
"1543","382147","68.0"
"1544","382148","53.0"
"1545","382149","84.0"
"1546","382150","53.0"
"1547","382151","43.0"
"1548","382152","55.0"
"1549","382153","84.0"
"1550","382154","99.0"
"1551","382155","99.0"
"1552","382156","99.0"
"1553","382157","99.0"
"1554","382158","99.0"
"1555","382159","99.0"
"1556","382160","61.0"
"1557","382161","99.0"
"1558","382162","99.0"
"1559","382163","84.0"
"1560","382164","0.0"
"1561","382165","61.0"
"1562","382166","30.0"
"1563","382167","84.0"
"1564","382168","68.0"
"1565","382169","68.0"
"1566","382170","37.0"
"1567","382171","46.0"
"1568","382172","46.0"
"1569","382173","33.0"
"1570","382174","30.0"
"1571","382175","30.0"
"1572","382176","84.0"
"1573","382177","84.0"
"1574","382178","33.0"
"1575","382179","33.0"
"1576","382181","84.0"
"1577","382182","84.0"
"1578","382183","84.0"
"1579","382184","84.0"
"1580","382185","91.0"
"1581","382186","55.0"
"1582","382187","55.0"
"1583","382188","99.0"
"1584","382189","68.0"
"1585","382190","33.0"
"1586","382191","0.0"
"1587","382192","99.0"
"1588","382193","53.0"
"1589","382194","84.0"
"1590","382195","61.0"
"1591","382196","61.0"
"1592","382197","30.0"
"1593","382198","33.0"
"1594","382199","99.0"
"1595","382200","91.0"
"1596","382201","33.0"
"1597","382202","33.0"
"1598","382203","55.0"
"1599","382206","99.0"
"1600","382207","84.0"
"1601","382208","61.0"
"1602","382209","38.0"
"1603","382210","0.0"
"1604","382211","99.0"
"1605","382212","99.0"
"1606","382213","84.0"
"1607","382214","68.0"
"1608","382215","84.0"
"1609","382216","68.0"
"1610","382217","84.0"
"1611","382218","84.0"
"1612","382219","99.0"
"1613","382220","30.0"
"1614","382221","99.0"
"1615","382222","99.0"
"1616","382223","99.0"
"1617","382224","84.0"
"1618","382225","68.0"
"1619","382226","53.0"
"1620","382227","53.0"
"1621","382228","30.0"
"1622","382229","30.0"
"1623","382230","84.0"
"1624","382231","84.0"
"1625","382232","99.0"
"1626","382233","91.0"
"1627","382234","55.0"
"1628","382235","55.0"
"1629","382236","99.0"
"1630","382237","53.0"
"1631","382238","99.0"
"1632","382239","84.0"
"1633","382240","99.0"
"1634","382241","99.0"
"1635","382242","99.0"
"1636","382243","84.0"
"1637","382245","33.0"
"1638","382246","61.0"
"1639","382247","84.0"
"1640","382248","84.0"
"1641","382249","30.0"
"1642","382250","61.0"
"1643","382251","99.0"
"1644","382252","91.0"
"1645","382253","68.0"
"1646","382254","38.0"
"1647","382255","0.0"
"1648","382257","99.0"
"1649","382258","99.0"
"1650","382259","84.0"
"1651","382260","68.0"
"1652","382261","84.0"
"1653","382262","84.0"
"1654","382263","84.0"
"1655","382264","84.0"
"1656","382265","68.0"
"1657","382266","68.0"
"1658","382267","84.0"
"1659","382268","84.0"
"1660","382269","99.0"
"1661","382270","84.0"
"1662","382271","84.0"
"1663","382272","33.0"
"1664","382273","33.0"
"1665","382276","84.0"
"1666","382277","68.0"
"1667","382278","68.0"
"1668","382279","68.0"
"1669","382280","84.0"
"1670","382281","53.0"
"1671","382282","53.0"
"1672","382283","84.0"
"1673","382284","84.0"
"1674","382285","33.0"
"1675","382286","99.0"
"1676","382287","99.0"
"1677","382288","99.0"
"1678","382289","30.0"
"1679","382290","53.0"
"1680","382291","84.0"
"1681","382292","99.0"
"1682","382293","99.0"
"1683","382294","99.0"
"1684","382295","99.0"
"1685","382299","68.0"
"1686","382300","99.0"
"1687","382301","53.0"
"1688","382302","84.0"
"1689","382303","99.0"
"1690","382304","30.0"
"1691","382305","99.0"
"1692","382306","99.0"
"1693","382307","99.0"
"1694","382308","99.0"
"1695","382309","61.0"
"1696","382310","55.0"
"1697","382311","55.0"
"1698","382312","30.0"
"1699","382313","99.0"
"1700","382314","30.0"
"1701","382316","37.0"
"1702","382318","99.0"
"1703","382319","68.0"
"1704","382322","30.0"
"1705","382323","30.0"
"1706","382324","84.0"
"1707","382325","84.0"
"1708","382326","42.0"
"1709","382327","33.0"
"1710","382328","53.0"
"1711","382329","33.0"
"1712","382330","84.0"
"1713","382331","68.0"
"1714","382332","84.0"
"1715","382333","99.0"
"1716","382334","99.0"
"1717","382335","61.0"
"1718","382336","49.0"
"1719","382337","55.0"
"1720","382338","55.0"
"1721","382339","49.0"
"1722","382340","84.0"
"1723","382341","84.0"
"1724","382342","30.0"
"1725","382343","91.0"
"1726","382344","68.0"
"1727","382345","0.0"
"1728","382346","91.0"
"1729","382347","55.0"
"1730","382348","43.0"
"1731","382349","37.0"
"1732","382350","55.0"
"1733","382351","40.0"
"1734","382352","99.0"
"1735","382353","30.0"
"1736","382354","99.0"
"1737","382355","30.0"
"1738","382356","107.0"
"1739","382357","61.0"
"1740","382358","55.0"
"1741","382359","43.0"
"1742","382360","30.0"
"1743","382361","68.0"
"1744","382362","53.0"
"1745","382363","53.0"
"1746","382364","91.0"
"1747","382365","54.0"
"1748","382366","42.0"
"1749","382367","30.0"
"1750","382368","30.0"
"1751","382369","91.0"
"1752","382370","33.0"
"1753","382371","99.0"
"1754","382372","99.0"
"1755","382373","84.0"
"1756","382374","99.0"
"1757","382375","99.0"
"1758","382376","30.0"
"1759","382377","91.0"
"1760","382378","84.0"
"1761","382379","55.0"
"1762","382380","55.0"
"1763","382381","43.0"
"1764","382382","53.0"
"1765","382383","37.0"
"1766","382384","84.0"
"1767","382385","99.0"
"1768","382386","61.0"
"1769","382387","49.0"
"1770","382388","91.0"
"1771","382389","84.0"
"1772","382390","55.0"
"1773","382391","30.0"
"1774","382392","33.0"
"1775","382393","33.0"
"1776","382394","55.0"
"1777","382395","30.0"
"1778","382396","15.0"
"1779","382397","30.0"
"1780","382398","91.0"
"1781","382399","54.0"
"1782","382400","68.0"
"1783","382401","99.0"
"1784","382402","99.0"
"1785","382403","15.0"
"1786","382406","0.0"
"1787","382407","99.0"
"1788","382408","55.0"
"1789","382409","84.0"
"1790","382410","68.0"
"1791","382411","53.0"
"1792","382412","84.0"
"1793","382413","55.0"
"1794","382414","99.0"
"1795","382415","99.0"
"1796","382416","99.0"
"1797","382417","55.0"
"1798","382418","38.0"
"1799","382419","91.0"
"1800","382420","68.0"
"1801","382421","33.0"
"1802","382422","30.0"
"1803","382423","61.0"
"1804","382424","30.0"
"1805","382425","61.0"
"1806","382426","55.0"
"1807","382427","99.0"
"1808","382428","91.0"
"1809","382429","55.0"
"1810","382430","43.0"
"1811","382431","30.0"
"1812","382432","33.0"
"1813","382433","33.0"
"1814","382434","99.0"
"1815","382435","49.0"
"1816","382436","99.0"
"1817","382437","91.0"
"1818","382438","55.0"
"1819","382439","61.0"
"1820","382440","55.0"
"1821","382441","43.0"
"1822","382442","49.0"
"1823","382443","91.0"
"1824","382444","55.0"
"1825","382445","55.0"
"1826","382447","84.0"
"1827","382448","68.0"
"1828","382449","68.0"
"1829","382450","49.0"
"1830","382451","37.0"
"1831","382452","40.0"
"1832","382453","84.0"
"1833","382454","53.0"
"1834","382455","43.0"
"1835","382457","68.0"
"1836","382458","33.0"
"1837","382459","61.0"
"1838","382461","49.0"
"1839","382462","38.0"
"1840","382463","33.0"
"1841","382464","15.0"
"1842","382465","61.0"
"1843","382466","55.0"
"1844","382467","99.0"
"1845","382468","30.0"
"1846","382469","91.0"
"1847","382470","30.0"
"1848","382471","30.0"
"1849","382472","99.0"
"1850","382473","15.0"
"1851","382474","33.0"
"1852","382475","0.0"
"1853","382476","99.0"
"1854","382477","91.0"
"1855","382478","55.0"
"1856","382479","53.0"
"1857","382480","33.0"
"1858","382481","99.0"
"1859","382482","99.0"
"1860","382483","30.0"
"1861","382484","37.0"
"1862","382485","99.0"
"1863","382486","84.0"
"1864","382487","99.0"
"1865","382488","33.0"
"1866","382489","99.0"
"1867","382490","84.0"
"1868","382491","84.0"
"1869","382492","54.0"
"1870","382493","53.0"
"1871","382494","46.0"
"1872","382495","33.0"
"1873","382496","18.0"
"1874","382497","84.0"
"1875","382498","84.0"
"1876","382499","53.0"
"1877","382500","99.0"
"1878","382501","84.0"
"1879","382502","84.0"
"1880","382503","68.0"
"1881","382504","84.0"
"1882","382505","99.0"
"1883","382506","99.0"
"1884","382507","84.0"
"1885","382508","68.0"
"1886","382509","84.0"
"1887","382510","68.0"
"1888","382511","84.0"
"1889","382512","53.0"
"1890","382513","53.0"
"1891","382514","99.0"
"1892","382515","99.0"
"1893","382516","99.0"
"1894","382517","99.0"
"1895","382518","99.0"
"1896","382519","84.0"
"1897","382520","53.0"
"1898","382521","99.0"
"1899","382522","99.0"
"1900","382523","99.0"
"1901","382524","99.0"
"1902","382525","84.0"
"1903","382526","68.0"
"1904","382527","68.0"
"1905","382528","84.0"
"1906","382529","84.0"
"1907","382530","84.0"
"1908","382531","99.0"
"1909","382532","33.0"
"1910","382533","55.0"
"1911","382534","33.0"
"1912","382535","84.0"
"1913","382536","84.0"
"1914","382537","68.0"
"1915","382538","84.0"
"1916","382539","99.0"
"1917","382540","33.0"
"1918","382541","43.0"
"1919","382542","68.0"
"1920","382543","68.0"
"1921","382544","33.0"
"1922","382545","99.0"
"1923","382546","99.0"
"1924","382547","30.0"
"1925","382548","61.0"
"1926","382549","55.0"
"1927","382550","61.0"
"1928","382551","68.0"
"1929","382552","99.0"
"1930","382553","84.0"
"1931","382554","99.0"
"1932","382555","99.0"
"1933","382556","99.0"
"1934","382557","68.0"
"1935","382558","33.0"
"1936","382559","33.0"
"1937","382560","53.0"
"1938","382561","99.0"
"1939","382562","99.0"
"1940","382563","84.0"
"1941","382564","99.0"
"1942","382565","99.0"
"1943","382566","84.0"
"1944","382567","84.0"
"1945","382568","53.0"
"1946","382569","33.0"
"1947","382570","84.0"
"1948","382571","55.0"
"1949","382572","99.0"
"1950","382573","53.0"
"1951","382574","84.0"
"1952","382575","53.0"
"1953","382576","53.0"
"1954","382577","99.0"
"1955","382578","53.0"
"1956","382579","33.0"
"1957","382580","33.0"
"1958","382581","99.0"
"1959","382582","99.0"
"1960","382583","99.0"
"1961","382586","84.0"
"1962","382587","99.0"
"1963","382588","84.0"
"1964","382589","84.0"
"1965","382590","99.0"
"1966","382591","99.0"
"1967","382592","99.0"
"1968","382593","99.0"
"1969","382594","30.0"
"1970","382595","33.0"
"1971","382596","84.0"
"1972","382597","68.0"
"1973","382598","68.0"
"1974","382599","68.0"
"1975","382600","68.0"
"1976","382601","84.0"
"1977","382602","68.0"
"1978","382603","68.0"
"1979","382604","33.0"
"1980","382605","61.0"
"1981","382606","53.0"
"1982","382607","68.0"
"1983","382608","53.0"
"1984","382609","53.0"
"1985","382610","99.0"
"1986","382611","99.0"
"1987","382612","68.0"
"1988","382613","68.0"
"1989","382614","68.0"
"1990","382615","84.0"
"1991","382616","33.0"
"1992","382617","99.0"
"1993","382618","84.0"
"1994","382619","99.0"
"1995","382620","99.0"
"1996","382621","99.0"
"1997","382622","84.0"
"1998","382623","68.0"
"1999","382624","84.0"
"2000","382625","68.0"
"2001","382626","68.0"
"2002","382627","99.0"
"2003","382628","99.0"
"2004","382629","99.0"
"2005","382630","84.0"
"2006","382631","84.0"
"2007","382632","54.0"
"2008","382633","55.0"
"2009","382634","99.0"
"2010","382635","99.0"
"2011","382636","84.0"
"2012","382637","53.0"
"2013","382638","30.0"
"2014","382639","99.0"
"2015","382640","33.0"
"2016","382641","99.0"
"2017","382642","53.0"
"2018","382643","33.0"
"2019","382644","99.0"
"2020","382645","84.0"
"2021","382646","68.0"
"2022","382647","68.0"
"2023","382648","53.0"
"2024","382649","99.0"
"2025","382650","68.0"
"2026","382651","84.0"
"2027","382652","68.0"
"2028","382653","99.0"
"2029","382654","84.0"
"2030","382655","68.0"
"2031","382656","99.0"
"2032","382657","99.0"
"2033","382658","99.0"
"2034","382659","99.0"
"2035","382660","99.0"
"2036","382661","99.0"
"2037","382662","99.0"
"2038","382663","33.0"
"2039","382664","99.0"
"2040","382665","84.0"
"2041","382666","68.0"
"2042","382667","68.0"
"2043","382668","84.0"
"2044","382669","84.0"
"2045","382670","68.0"
"2046","382671","33.0"
"2047","382672","68.0"
"2048","382673","53.0"
"2049","382674","53.0"
"2050","382675","38.0"
"2051","382676","33.0"
"2052","382677","99.0"
"2053","382678","68.0"
"2054","382679","68.0"
"2055","382680","53.0"
"2056","382681","33.0"
"2057","382682","84.0"
"2058","382683","68.0"
"2059","382684","84.0"
"2060","382685","99.0"
"2061","382686","84.0"
"2062","382687","68.0"
"2063","382688","84.0"
"2064","382689","84.0"
"2065","382690","53.0"
"2066","382691","33.0"
"2067","382692","33.0"
"2068","382693","84.0"
"2069","382694","0.0"
"2070","382695","0.0"
"2071","382696","84.0"
"2072","382697","99.0"
"2073","382698","84.0"
"2074","382699","33.0"
"2075","382700","68.0"
"2076","382701","99.0"
"2077","382702","84.0"
"2078","382703","68.0"
"2079","382704","84.0"
"2080","382705","84.0"
"2081","382706","54.0"
"2082","382707","84.0"
"2083","382708","55.0"
"2084","382709","53.0"
"2085","382710","55.0"
"2086","382711","99.0"
"2087","382712","84.0"
"2088","382713","84.0"
"2089","382714","84.0"
"2090","382715","84.0"
"2091","382716","55.0"
"2092","382717","99.0"
"2093","382718","68.0"
"2094","382720","84.0"
"2095","382721","99.0"
"2096","382722","33.0"
"2097","382723","99.0"
"2098","382724","99.0"
"2099","382725","68.0"
"2100","382726","68.0"
"2101","382727","55.0"
"2102","382728","99.0"
"2103","382729","30.0"
"2104","382730","99.0"
"2105","382731","99.0"
"2106","382732","99.0"
"2107","382733","55.0"
"2108","382734","84.0"
"2109","382735","68.0"
"2110","382736","40.0"
"2111","382737","99.0"
"2112","382738","68.0"
"2113","382739","68.0"
"2114","382740","99.0"
"2115","382741","68.0"
"2116","382742","84.0"
"2117","382743","99.0"
"2118","382744","84.0"
"2119","382745","33.0"
"2120","382746","99.0"
"2121","382747","99.0"
"2122","382748","99.0"
"2123","382749","99.0"
"2124","382750","99.0"
"2125","382751","0.0"
"2126","382936","30.0"
"2127","382937","99.0"
"2128","382938","30.0"
"2129","382939","99.0"
"2130","382940","99.0"
"2131","382941","99.0"
"2132","382945","99.0"
"2133","382946","33.0"
"2134","382947","33.0"
"2135","382948","99.0"
"2136","382949","38.0"
"2137","382950","61.0"
"2138","382951","55.0"
"2139","382952","84.0"
"2140","382953","55.0"
"2141","382954","37.0"
"2142","382955","99.0"
"2143","382956","84.0"
"2144","382957","30.0"
"2145","382958","30.0"
"2146","382959","91.0"
"2147","382960","55.0"
"2148","382961","46.0"
"2149","382962","84.0"
"2150","382963","68.0"
"2151","382964","99.0"
"2152","382965","30.0"
"2153","382966","30.0"
"2154","382967","84.0"
"2155","382968","30.0"
"2156","382969","84.0"
"2157","382970","68.0"
"2158","382971","68.0"
"2159","382972","68.0"
"2160","382973","53.0"
"2161","382976","84.0"
"2162","382977","68.0"
"2163","382978","53.0"
"2164","382979","33.0"
"2165","382980","30.0"
"2166","382981","61.0"
"2167","382982","61.0"
"2168","382983","55.0"
"2169","382990","55.0"
"2170","382991","61.0"
"2171","382993","30.0"
"2172","382994","61.0"
"2173","382995","68.0"
"2174","382996","61.0"
"2175","382997","33.0"
"2176","382998","91.0"
"2177","382999","54.0"
"2178","383002","61.0"
"2179","383004","99.0"
"2180","383005","84.0"
"2181","383008","68.0"
"2182","383017","55.0"
"2183","383029","30.0"
"2184","383030","91.0"
"2185","383031","54.0"
"2186","383032","53.0"
"2187","383033","30.0"
"2188","383034","61.0"
"2189","383036","68.0"
"2190","383037","55.0"
"2191","383038","68.0"
"2192","383039","61.0"
"2193","383040","33.0"
"2194","383041","46.0"
"2195","383043","33.0"
"2196","383044","84.0"
"2197","383046","53.0"
"2198","383047","91.0"
"2199","383048","55.0"
"2200","383049","43.0"
"2201","383052","84.0"
"2202","383053","68.0"
"2203","383054","84.0"
"2204","383056","55.0"
"2205","383057","61.0"
"2206","383060","55.0"
"2207","383061","30.0"
"2208","383065","99.0"
"2209","383066","99.0"
"2210","383067","55.0"
"2211","383068","43.0"
"2212","383069","61.0"
"2213","383088","55.0"
"2214","383090","37.0"
"2215","383091","30.0"
"2216","383092","61.0"
"2217","383093","91.0"
"2218","383105","55.0"
"2219","383106","68.0"
"2220","383107","40.0"
"2221","383108","99.0"
"2222","383109","33.0"
"2223","383110","33.0"
"2224","383111","68.0"
"2225","383112","40.0"
"2226","383113","99.0"
"2227","383114","61.0"
"2228","383115","55.0"
"2229","383116","68.0"
"2230","383117","53.0"
"2231","383118","53.0"
"2232","383119","30.0"
"2233","383121","99.0"
"2234","383123","55.0"
"2235","383182","40.0"
"2236","383184","53.0"
"2237","383185","84.0"
"2238","383187","53.0"
"2239","383189","99.0"
"2240","383190","91.0"
"2241","383192","30.0"
"2242","383193","38.0"
"2243","383194","30.0"
"2244","383195","61.0"
"2245","383198","0.0"
"2246","383199","0.0"
"2247","383200","64.0"
"2248","383204","55.0"
"2249","383205","53.0"
"2250","383207","33.0"
"2251","383212","68.0"
"2252","383215","99.0"
"2253","383216","99.0"
"2254","383217","68.0"
"2255","383218","53.0"
"2256","383219","99.0"
"2257","383220","99.0"
"2258","383221","99.0"
"2259","383222","84.0"
"2260","383223","99.0"
"2261","383224","84.0"
"2262","383225","53.0"
"2263","383226","84.0"
"2264","383227","33.0"
"2265","383229","84.0"
"2266","383230","99.0"
"2267","383231","84.0"
"2268","383232","68.0"
"2269","383233","53.0"
"2270","383234","68.0"
"2271","383235","99.0"
"2272","383236","99.0"
"2273","383237","99.0"
"2274","383238","99.0"
"2275","383239","99.0"
"2276","383240","68.0"
"2277","383241","68.0"
"2278","383242","99.0"
"2279","383243","99.0"
"2280","383244","33.0"
"2281","383245","61.0"
"2282","383246","68.0"
"2283","383247","68.0"
"2284","383248","53.0"
"2285","383249","33.0"
"2286","383250","99.0"
"2287","383251","84.0"
"2288","383252","68.0"
"2289","383253","53.0"
"2290","383254","53.0"
"2291","383255","53.0"
"2292","383256","53.0"
"2293","383257","33.0"
"2294","383258","99.0"
"2295","383259","68.0"
"2296","383260","0.0"
"2297","383262","99.0"
"2298","383263","68.0"
"2299","383264","99.0"
"2300","383265","99.0"
"2301","383266","84.0"
"2302","383267","68.0"
"2303","383268","84.0"
"2304","383269","84.0"
"2305","383270","84.0"
"2306","383271","99.0"
"2307","383272","99.0"
"2308","383273","99.0"
"2309","383274","84.0"
"2310","383275","84.0"
"2311","383276","61.0"
"2312","383277","61.0"
"2313","383278","53.0"
"2314","383279","68.0"
"2315","383280","33.0"
"2316","383281","68.0"
"2317","383282","33.0"
"2318","383283","99.0"
"2319","383284","61.0"
"2320","383285","55.0"
"2321","383286","33.0"
"2322","383287","61.0"
"2323","383288","55.0"
"2324","383289","99.0"
"2325","383290","99.0"
"2326","383291","68.0"
"2327","383292","53.0"
"2328","383293","99.0"
"2329","383294","99.0"
"2330","383295","33.0"
"2331","383296","99.0"
"2332","383297","84.0"
"2333","383298","84.0"
"2334","383299","99.0"
"2335","383300","33.0"
"2336","383301","84.0"
"2337","383302","53.0"
"2338","383303","84.0"
"2339","383304","84.0"
"2340","383305","68.0"
"2341","383306","33.0"
"2342","383307","84.0"
"2343","383308","68.0"
"2344","383309","43.0"
"2345","383310","99.0"
"2346","383311","99.0"
"2347","383312","84.0"
"2348","383313","53.0"
"2349","383314","68.0"
"2350","383315","84.0"
"2351","383316","99.0"
"2352","383317","0.0"
"2353","383318","30.0"
"2354","383319","53.0"
"2355","383320","99.0"
"2356","383321","99.0"
"2357","383322","99.0"
"2358","383323","84.0"
"2359","383324","99.0"
"2360","383325","99.0"
"2361","383326","84.0"
"2362","383327","53.0"
"2363","383328","43.0"
"2364","383329","53.0"
